Cycle ID,Cycle time [mS],Origin Addr,Destiny Addr,Distance (m),RX Power (dBm),Active
24,671,C1,B3,-999.00,-999.00,0
24,671,C1,B4,24.53,-100.00,1
24,671,B3,B2,0.41,-63.39,1
24,671,B3,B4,-999.00,-999.00,0
24,671,C1,B2,27.75,-93.78,1
24,671,B4,B2,2.92,-66.66,1
25,791,C1,B3,-999.00,-999.00,0
25,791,C1,B4,24.55,-101.28,1
25,791,B3,B2,0.12,-71.80,1
25,791,B3,B4,-999.00,-999.00,0
25,791,C1,B2,26.91,-97.99,1
25,791,B4,B2,2.02,-68.48,1
26,453,C1,B3,-999.00,-999.00,0
26,453,C1,B4,24.60,-99.57,1
26,453,B3,B2,0.22,-75.15,1
26,453,B3,B4,-999.00,-999.00,0
26,453,C1,B2,26.52,-93.54,1
26,453,B4,B2,1.45,-67.06,1
27,919,C1,B3,-999.00,-999.00,0
27,919,C1,B4,24.60,-99.38,1
27,919,B3,B2,0.21,-68.30,1
27,919,B3,B4,1.49,-64.73,1
27,919,C1,B2,25.80,-95.93,1
27,919,B4,B2,0.38,-65.25,1
28,879,C1,B3,25.22,-92.63,1
28,879,C1,B4,24.51,-100.53,1
28,879,B3,B2,0.08,-61.06,1
28,879,B3,B4,0.95,-65.54,1
28,879,C1,B2,24.83,-94.94,1
28,879,B4,B2,0.18,-62.51,1
29,385,C1,B3,24.99,-95.07,1
29,385,C1,B4,24.66,-97.98,1
29,385,B3,B2,0.08,-65.91,1
29,385,B3,B4,-999.00,-999.00,0
29,385,C1,B2,24.33,-89.33,1
29,385,B4,B2,-999.00,-999.00,0
30,494,C1,B3,24.73,-96.99,1
30,494,C1,B4,24.48,-95.92,1
30,494,B3,B2,0.33,-69.49,1
30,494,B3,B4,-999.00,-999.00,0
30,494,C1,B2,23.93,-88.49,1
30,494,B4,B2,-999.00,-999.00,0
31,384,C1,B3,24.33,-97.99,1
31,384,C1,B4,24.20,-88.48,1
31,384,B3,B2,0.20,-59.81,1
31,384,B3,B4,-999.00,-999.00,0
31,384,C1,B2,23.77,-88.57,1
31,384,B4,B2,-999.00,-999.00,0
32,384,C1,B3,23.95,-94.64,1
32,384,C1,B4,23.63,-93.52,1
32,384,B3,B2,0.21,-64.79,1
32,384,B3,B4,-999.00,-999.00,0
32,384,C1,B2,23.38,-91.47,1
32,384,B4,B2,-999.00,-999.00,0
33,494,C1,B3,23.93,-94.03,1
33,494,C1,B4,23.17,-98.40,1
33,494,B3,B2,0.02,-66.55,1
33,494,B3,B4,-999.00,-999.00,0
33,494,C1,B2,22.98,-92.27,1
33,494,B4,B2,-999.00,-999.00,0
34,258,C1,B3,23.74,-95.79,1
34,258,C1,B4,22.52,-91.10,1
34,258,B3,B2,-999.00,-999.00,0
34,258,B3,B4,-999.00,-999.00,0
34,258,C1,B2,22.68,-98.55,1
34,258,B4,B2,-999.00,-999.00,0
35,258,C1,B3,23.23,-91.55,1
35,258,C1,B4,22.24,-96.56,1
35,258,B3,B2,-999.00,-999.00,0
35,258,B3,B4,-999.00,-999.00,0
35,258,C1,B2,22.24,-90.92,1
35,258,B4,B2,-999.00,-999.00,0
36,499,C1,B3,22.67,-93.11,1
36,499,C1,B4,22.05,-92.57,1
36,499,B3,B2,-999.00,-999.00,0
36,499,B3,B4,-999.00,-999.00,0
36,499,C1,B2,21.99,-93.31,1
36,499,B4,B2,-999.00,-999.00,0
37,1083,C1,B3,21.84,-94.21,1
37,1083,C1,B4,21.10,-93.78,1
37,1083,B3,B2,-999.00,-999.00,0
37,1083,B3,B4,-999.00,-999.00,0
37,1083,C1,B2,-999.00,-999.00,0
37,1083,B4,B2,-999.00,-999.00,0
38,477,C1,B3,20.56,-93.82,1
38,477,C1,B4,19.46,-95.07,1
38,477,B3,B2,-999.00,-999.00,0
38,477,B3,B4,-999.00,-999.00,0
38,477,C1,B2,19.22,-90.23,1
38,477,B4,B2,-999.00,-999.00,0
39,258,C1,B3,19.89,-99.23,1
39,258,C1,B4,19.07,-94.21,1
39,258,B3,B2,-999.00,-999.00,0
39,258,B3,B4,-999.00,-999.00,0
39,258,C1,B2,18.85,-95.41,1
39,258,B4,B2,-999.00,-999.00,0
40,368,C1,B3,19.64,-95.79,1
40,368,C1,B4,18.39,-92.22,1
40,368,B3,B2,-999.00,-999.00,0
40,368,B3,B4,-999.00,-999.00,0
40,368,C1,B2,18.31,-89.41,1
40,368,B4,B2,-999.00,-999.00,0
41,806,C1,B3,18.64,-92.92,1
41,806,C1,B4,18.12,-91.15,1
41,806,B3,B2,-999.00,-999.00,0
41,806,B3,B4,-999.00,-999.00,0
41,806,C1,B2,17.89,-92.79,1
41,806,B4,B2,0.04,-64.80,1
42,384,C1,B3,17.55,-90.68,1
42,384,C1,B4,16.90,-88.04,1
42,384,B3,B2,-999.00,-999.00,0
42,384,B3,B4,-999.00,-999.00,0
42,384,C1,B2,16.55,-92.18,1
42,384,B4,B2,0.08,-64.97,1
43,793,C1,B3,16.19,-92.14,1
43,793,C1,B4,15.89,-84.49,1
43,793,B3,B2,-999.00,-999.00,0
43,793,B3,B4,-999.00,-999.00,0
43,793,C1,B2,15.32,-91.84,1
43,793,B4,B2,0.22,-61.29,1
44,384,C1,B3,15.43,-88.83,1
44,384,C1,B4,15.16,-77.15,1
44,384,B3,B2,-999.00,-999.00,0
44,384,B3,B4,-999.00,-999.00,0
44,384,C1,B2,14.90,-93.87,1
44,384,B4,B2,0.20,-65.76,1
45,1141,C1,B3,14.85,-89.10,1
45,1141,C1,B4,14.46,-89.14,1
45,1141,B3,B2,-999.00,-999.00,0
45,1141,B3,B4,-999.00,-999.00,0
45,1141,C1,B2,-999.00,-999.00,0
45,1141,B4,B2,-999.00,-999.00,0
46,200,C1,B3,13.26,-92.88,1
46,200,C1,B4,12.89,-80.61,1
46,200,B3,B2,-999.00,-999.00,0
46,200,B3,B4,-999.00,-999.00,0
46,200,C1,B2,-999.00,-999.00,0
46,200,B4,B2,-999.00,-999.00,0
47,201,C1,B3,12.89,-96.46,1
47,201,C1,B4,12.74,-81.48,1
47,201,B3,B2,-999.00,-999.00,0
47,201,B3,B4,-999.00,-999.00,0
47,201,C1,B2,-999.00,-999.00,0
47,201,B4,B2,-999.00,-999.00,0
48,200,C1,B3,12.59,-93.98,1
48,200,C1,B4,12.37,-85.51,1
48,200,B3,B2,-999.00,-999.00,0
48,200,B3,B4,-999.00,-999.00,0
48,200,C1,B2,-999.00,-999.00,0
48,200,B4,B2,-999.00,-999.00,0
49,311,C1,B3,12.00,-93.35,1
49,311,C1,B4,11.86,-75.78,1
49,311,B3,B2,-999.00,-999.00,0
49,311,B3,B4,-999.00,-999.00,0
49,311,C1,B2,-999.00,-999.00,0
49,311,B4,B2,-999.00,-999.00,0
50,200,C1,B3,11.69,-92.48,1
50,200,C1,B4,11.58,-75.48,1
50,200,B3,B2,-999.00,-999.00,0
50,200,B3,B4,-999.00,-999.00,0
50,200,C1,B2,-999.00,-999.00,0
50,200,B4,B2,-999.00,-999.00,0
51,626,C1,B3,11.52,-89.69,1
51,626,C1,B4,11.41,-75.75,1
51,626,B3,B2,-999.00,-999.00,0
51,626,B3,B4,-999.00,-999.00,0
51,626,C1,B2,-999.00,-999.00,0
51,626,B4,B2,0.34,-60.31,1
52,435,C1,B3,10.51,-89.04,1
52,435,C1,B4,10.01,-84.98,1
52,435,B3,B2,-999.00,-999.00,0
52,435,B3,B4,-999.00,-999.00,0
52,435,C1,B2,-999.00,-999.00,0
52,435,B4,B2,0.52,-62.96,1
53,326,C1,B3,9.93,-79.97,1
53,326,C1,B4,9.65,-82.29,1
53,326,B3,B2,-999.00,-999.00,0
53,326,B3,B4,-999.00,-999.00,0
53,326,C1,B2,-999.00,-999.00,0
53,326,B4,B2,0.35,-60.76,1
54,201,C1,B3,9.41,-86.36,1
54,201,C1,B4,9.43,-78.86,1
54,201,B3,B2,-999.00,-999.00,0
54,201,B3,B4,-999.00,-999.00,0
54,201,C1,B2,-999.00,-999.00,0
54,201,B4,B2,-999.00,-999.00,0
55,326,C1,B3,9.21,-79.23,1
55,326,C1,B4,9.13,-74.57,1
55,326,B3,B2,-999.00,-999.00,0
55,326,B3,B4,-999.00,-999.00,0
55,326,C1,B2,-999.00,-999.00,0
55,326,B4,B2,0.47,-67.01,1
56,326,C1,B3,8.75,-80.47,1
56,326,C1,B4,8.24,-83.95,1
56,326,B3,B2,-999.00,-999.00,0
56,326,B3,B4,-999.00,-999.00,0
56,326,C1,B2,-999.00,-999.00,0
56,326,B4,B2,0.38,-64.29,1
57,326,C1,B3,8.37,-76.38,1
57,326,C1,B4,8.03,-80.47,1
57,326,B3,B2,-999.00,-999.00,0
57,326,B3,B4,-999.00,-999.00,0
57,326,C1,B2,-999.00,-999.00,0
57,326,B4,B2,0.33,-64.39,1
58,1052,C1,B3,7.26,-93.92,1
58,1052,C1,B4,7.35,-79.74,1
58,1052,B3,B2,-999.00,-999.00,0
58,1052,B3,B4,0.96,-75.08,1
58,1052,C1,B2,-999.00,-999.00,0
58,1052,B4,B2,0.10,-68.93,1
59,327,C1,B3,6.43,-79.38,1
59,327,C1,B4,6.38,-79.87,1
59,327,B3,B2,-999.00,-999.00,0
59,327,B3,B4,-999.00,-999.00,0
59,327,C1,B2,-999.00,-999.00,0
59,327,B4,B2,0.27,-59.06,1
60,452,C1,B3,5.68,-69.41,1
60,452,C1,B4,5.92,-74.71,1
60,452,B3,B2,-999.00,-999.00,0
60,452,B3,B4,0.16,-75.14,1
60,452,C1,B2,-999.00,-999.00,0
60,452,B4,B2,0.36,-66.41,1
61,452,C1,B3,4.84,-71.61,1
61,452,C1,B4,5.18,-72.40,1
61,452,B3,B2,-999.00,-999.00,0
61,452,B3,B4,0.60,-75.97,1
61,452,C1,B2,-999.00,-999.00,0
61,452,B4,B2,0.76,-61.61,1
62,452,C1,B3,4.67,-90.94,1
62,452,C1,B4,4.73,-64.73,1
62,452,B3,B2,-999.00,-999.00,0
62,452,B3,B4,0.31,-72.37,1
62,452,C1,B2,-999.00,-999.00,0
62,452,B4,B2,0.74,-62.93,1
63,670,C1,B3,4.09,-69.20,1
63,670,C1,B4,3.87,-69.12,1
63,670,B3,B2,-999.00,-999.00,0
63,670,B3,B4,-999.00,-999.00,0
63,670,C1,B2,-999.00,-999.00,0
63,670,B4,B2,0.49,-67.15,1
64,1555,C1,B3,2.23,-66.31,1
64,1555,C1,B4,2.18,-69.21,1
64,1555,B3,B2,-999.00,-999.00,0
64,1555,B3,B4,-999.00,-999.00,0
64,1555,C1,B2,-999.00,-999.00,0
64,1555,B4,B2,0.45,-59.40,1
65,1795,C1,B3,-999.00,-999.00,0
65,1795,C1,B4,0.02,-68.56,1
65,1795,B3,B2,-999.00,-999.00,0
65,1795,B3,B4,-999.00,-999.00,0
65,1795,C1,B2,-999.00,-999.00,0
65,1795,B4,B2,0.32,-63.23,1
66,891,C1,B3,-999.00,-999.00,0
66,891,C1,B4,131.75,-61.88,1
66,891,B3,B2,-999.00,-999.00,0
66,891,B3,B4,-999.00,-999.00,0
66,891,C1,B2,-999.00,-999.00,0
66,891,B4,B2,-999.00,-999.00,0
67,121,C1,B3,-999.00,-999.00,0
67,121,C1,B4,0.01,-61.32,1
67,121,B3,B2,-999.00,-999.00,0
67,121,B3,B4,-999.00,-999.00,0
67,121,C1,B2,-999.00,-999.00,0
67,121,B4,B2,-999.00,-999.00,0
68,122,C1,B3,-999.00,-999.00,0
68,122,C1,B4,0.09,-62.34,1
68,122,B3,B2,-999.00,-999.00,0
68,122,B3,B4,-999.00,-999.00,0
68,122,C1,B2,-999.00,-999.00,0
68,122,B4,B2,-999.00,-999.00,0
69,122,C1,B3,-999.00,-999.00,0
69,122,C1,B4,0.09,-62.42,1
69,122,B3,B2,-999.00,-999.00,0
69,122,B3,B4,-999.00,-999.00,0
69,122,C1,B2,-999.00,-999.00,0
69,122,B4,B2,-999.00,-999.00,0
70,122,C1,B3,-999.00,-999.00,0
70,122,C1,B4,0.16,-63.37,1
70,122,B3,B2,-999.00,-999.00,0
70,122,B3,B4,-999.00,-999.00,0
70,122,C1,B2,-999.00,-999.00,0
70,122,B4,B2,-999.00,-999.00,0
71,122,C1,B3,-999.00,-999.00,0
71,122,C1,B4,0.15,-62.04,1
71,122,B3,B2,-999.00,-999.00,0
71,122,B3,B4,-999.00,-999.00,0
71,122,C1,B2,-999.00,-999.00,0
71,122,B4,B2,-999.00,-999.00,0
72,122,C1,B3,-999.00,-999.00,0
72,122,C1,B4,0.12,-59.19,1
72,122,B3,B2,-999.00,-999.00,0
72,122,B3,B4,-999.00,-999.00,0
72,122,C1,B2,-999.00,-999.00,0
72,122,B4,B2,-999.00,-999.00,0
73,480,C1,B3,-999.00,-999.00,0
73,480,C1,B4,0.20,-62.05,1
73,480,B3,B2,-999.00,-999.00,0
73,480,B3,B4,-999.00,-999.00,0
73,480,C1,B2,0.26,-58.40,1
73,480,B4,B2,-999.00,-999.00,0
74,180,C1,B3,-999.00,-999.00,0
74,180,C1,B4,0.14,-61.46,1
74,180,B3,B2,-999.00,-999.00,0
74,180,B3,B4,-999.00,-999.00,0
74,180,C1,B2,0.17,-60.21,1
74,180,B4,B2,-999.00,-999.00,0
75,179,C1,B3,-999.00,-999.00,0
75,179,C1,B4,0.18,-62.20,1
75,179,B3,B2,-999.00,-999.00,0
75,179,B3,B4,-999.00,-999.00,0
75,179,C1,B2,0.25,-57.13,1
75,179,B4,B2,-999.00,-999.00,0
76,180,C1,B3,-999.00,-999.00,0
76,180,C1,B4,0.13,-61.22,1
76,180,B3,B2,-999.00,-999.00,0
76,180,B3,B4,-999.00,-999.00,0
76,180,C1,B2,0.32,-62.08,1
76,180,B4,B2,-999.00,-999.00,0
77,290,C1,B3,-999.00,-999.00,0
77,290,C1,B4,0.08,-61.28,1
77,290,B3,B2,-999.00,-999.00,0
77,290,B3,B4,-999.00,-999.00,0
77,290,C1,B2,0.23,-57.44,1
77,290,B4,B2,-999.00,-999.00,0
78,180,C1,B3,-999.00,-999.00,0
78,180,C1,B4,0.10,-61.52,1
78,180,B3,B2,-999.00,-999.00,0
78,180,B3,B4,-999.00,-999.00,0
78,180,C1,B2,0.16,-62.24,1
78,180,B4,B2,-999.00,-999.00,0
79,179,C1,B3,-999.00,-999.00,0
79,179,C1,B4,0.14,-61.10,1
79,179,B3,B2,-999.00,-999.00,0
79,179,B3,B4,-999.00,-999.00,0
79,179,C1,B2,0.19,-61.22,1
79,179,B4,B2,-999.00,-999.00,0
80,180,C1,B3,-999.00,-999.00,0
80,180,C1,B4,0.12,-62.50,1
80,180,B3,B2,-999.00,-999.00,0
80,180,B3,B4,-999.00,-999.00,0
80,180,C1,B2,0.23,-62.51,1
80,180,B4,B2,-999.00,-999.00,0
81,684,C1,B3,-999.00,-999.00,0
81,684,C1,B4,0.15,-60.73,1
81,684,B3,B2,-999.00,-999.00,0
81,684,B3,B4,0.33,-62.03,1
81,684,C1,B2,0.24,-59.52,1
81,684,B4,B2,0.62,-60.66,1
82,395,C1,B3,-999.00,-999.00,0
82,395,C1,B4,0.13,-60.26,1
82,395,B3,B2,-999.00,-999.00,0
82,395,B3,B4,0.28,-61.27,1
82,395,C1,B2,0.25,-60.96,1
82,395,B4,B2,0.60,-59.60,1
83,395,C1,B3,-999.00,-999.00,0
83,395,C1,B4,0.16,-60.07,1
83,395,B3,B2,-999.00,-999.00,0
83,395,B3,B4,0.35,-60.57,1
83,395,C1,B2,0.28,-62.19,1
83,395,B4,B2,0.63,-59.66,1
84,395,C1,B3,-999.00,-999.00,0
84,395,C1,B4,0.15,-59.12,1
84,395,B3,B2,-999.00,-999.00,0
84,395,B3,B4,0.36,-61.89,1
84,395,C1,B2,0.24,-61.89,1
84,395,B4,B2,0.62,-61.07,1
85,395,C1,B3,-999.00,-999.00,0
85,395,C1,B4,0.13,-61.46,1
85,395,B3,B2,-999.00,-999.00,0
85,395,B3,B4,0.33,-60.39,1
85,395,C1,B2,0.28,-65.56,1
85,395,B4,B2,0.66,-59.90,1
86,395,C1,B3,-999.00,-999.00,0
86,395,C1,B4,0.13,-61.16,1
86,395,B3,B2,-999.00,-999.00,0
86,395,B3,B4,0.31,-59.70,1
86,395,C1,B2,0.30,-64.08,1
86,395,B4,B2,0.66,-59.48,1
87,395,C1,B3,-999.00,-999.00,0
87,395,C1,B4,0.17,-60.29,1
87,395,B3,B2,-999.00,-999.00,0
87,395,B3,B4,0.36,-59.22,1
87,395,C1,B2,0.26,-62.34,1
87,395,B4,B2,0.64,-62.30,1
88,695,C1,B3,-999.00,-999.00,0
88,695,C1,B4,0.13,-60.01,1
88,695,B3,B2,-999.00,-999.00,0
88,695,B3,B4,0.35,-58.88,1
88,695,C1,B2,0.26,-62.56,1
88,695,B4,B2,0.66,-61.54,1
89,738,C1,B3,-999.00,-999.00,0
89,738,C1,B4,0.15,-59.80,1
89,738,B3,B2,-999.00,-999.00,0
89,738,B3,B4,0.33,-59.53,1
89,738,C1,B2,0.32,-62.25,1
89,738,B4,B2,0.66,-61.41,1
